-9,+22
+22,+13
+19,-10
-18,-12
-24,-15
+7,+32
-13,+15
-29,+17
-15,-12
+14,+4
-1,-12
-26,-10
+8,+1
-20,+15
-21,+15
+14,-11
-8,-9
-21,+18
-21,+6
-13,+6
-3,+11
+2,+1
+2,+18
+7,-13
-6,-19
-17,-16
-6,-15
+8,-3
-4,+14
+11,+5
-25,+18
-17,-6
-15,-9
-15,+1
-4,-24
-11,-25
-4,-5
+17,+10
-8,+11
+1,+30
-13,+15
-12,-19
-7,-4
-16,-3
+6,-17
-16,+15
-19,+31
+2,+20
+5,+18
-1,+8
-14,-4
-1,+10
+3,+15
+5,+16
+13,+9
-14,-16
+11,+8
+6,-11
-4,-7
+10,+8
-20,-10
-14,-24
-14,-1
-14,+16
-6,+16
+8,-1
+13,-16
-9,+11
-16,+4
+8,+3
+14,-15
+1,-7
-16,+46
-14,+8
-8,+18
+4,+14
-15,-10
+14,-11
-11,+14
+17,-21
+5,+24
+10,-12
-14,+22
-13,+19
-1,-10
-2,+17
-13,+15
+18,+9
-11,+9
-5,-20
-13,+19
+1,-13
+14,+20
-6,+12
-16,+17
-18,-10
+12,+17
+7,+4
+1,-14
-7,+17
-8,-12
+2,-16
-4,+19
-1,+14
-16,+17
-5,+9
-12,+18
-12,-20
-5,-11
-12,-5
-5,-7
-17,+8
+20,+5
+6,+19
+11,-3
-6,-14
-7,-1
-1,-13
+7,-9
-14,-3
-19,-11
-18,-6
+16,-19
-7,+4
-8,-1
+1,-2
+4,+17
-10,-19
+1,+8
+6,-14
+2,-16
-6,+7
+12,-27
+17,+1
+1,+23
+5,+5
+19,+4
-11,-3
+12,-2
-6,+23
-2,-20
-7,-20
+1,-19
-7,-19
-9,-2
+11,+16
-12,-9
-16,-26
+7,+7
+8,+23
-12,-18
-12,-16
-5,-9
+1,-27
-14,+2
-12,-51
+7,-11
+15,+25
-11,-12
-9,-9
-9,-32
-11,-58
+17,-18
-1,-11
-19,-8
+15,-27
-18,-12
+13,-20
-14,-16
-14,+11
-17,+17
+16,+5
+17,+41
-13,+72
+31,+29
+13,-215
-16,-9
+24,-5
-6,-18
+9,+17
+1,-8
-16,-8
-19,+14
+12,+15
-19,+21
+18,-5
+17,-30
+27,-19
+11,+7
+6,-55
+2,+17
+9,+41
+13,+278
+7,-1165
+8,-61530
+17,+16
+17,+7
+3,+14
+10,-6
+7,-11
+20,-21
+10,+16
-13,-13
-2,+7
+9,-24
-11,+10
-1,+2
-5,-18
-11,-11
+10,-7
+29,+19
-9,+6
-17,+4
-7,-19
-7,-17
-6,+15
-15,-21
-21,+17
+12,-1
+12,-4
+2,-15
+2,+4
-17,+13
-6,-23
+9,-20
-12,-6
+14,+7
-9,+9
-13,+4
-3,+11
+1,-9
-13,+11
+29,+13
+7,-6
-11,+21
+5,-22
+16,-49
-27,-14
+24,+11
-23,-19
-4,-3
-7,-22
-2,+26
+62,-5
-17,+7
+38,+21
+9,-14
+10,-3
+4,-16
+21,+22
+29,+24
-19,-8
-7,-14
-17,+46
+29,-4
+47,+13
+11,-4
-2,+60
-17,+1
+4,+14
+25,+11
+18,+7
+14,-19
-18,-43
-10,+10
+22,+5
-3,+31
+6,+27
+13,-185
+11,-38
+21,-7
+19,-12
-6,-19
-3,-18
+17,+19
-26,-11
+5,+12
+18,+3
-6,-1
+17,+10
-15,+2
-11,-21
-11,+22
-5,+10
-19,+5
-3,+14
+12,+21
-19,-27
-19,-11
+12,+6
-15,-9
-13,-14
+7,+16
+5,+5
-18,+12
-1,-9
-11,+18
-31,+4
+8,+22
+5,+4
+15,-7
-2,-7
+13,-36
-12,-43
-11,-14
+37,-19
+33,+4
+9,-10
+11,+19
-6,-11
-10,-17
-19,-5
-13,-18
+35,-6
+42,-11
-38,-9
+121,+22
+9,+19
-51,-18
-31,-24
+14,+7
+69,-13
+6,-29
+6,-15
+109,+14
-152,-1
-226,-26
+25,+8
-46,-20
-11,-21
+44,+14
-218,-8
-12,-21
+17,-21
+29,-13
-7,-3
+2,+2
+11,+2
-89,+7
+290,-6
-127,-17
-152,-6
+11,+8
-5,-4
-950,+11
-61027,-25
-6,-17
-7,-15
-2,-15
-13,-4
+14,-11
-8,-4
+18,+17
+18,-8
-31,+1
-12,-13
-11,-12
+19,-7
-16,-16
-20,+6
-2,-16
+10,-19
+19,+2
-12,+5
-21,-1
-13,-14
+4,-1
+4,+3
-17,+5
+2,+13
-3,-14
-12,+11
+20,+6
+1,-4
+11,+10
+8,-20
+20,-14
-13,-14
-38,-14
-2,-6
-8,+8
-5,+13
+16,-9
-7,-16
-22,+8
-7,+14
+6,+1
-14,-16
-9,-14
-14,-8
-4,+4
-18,-15
+17,+14
-10,-11
+14,+17
+10,+5
-7,+10
+10,-14
-6,-13
+125648,-1
